"No.","Time","Source","Destination","Protocol","Length","Info"
"3496","89.639835","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3497","89.640117","10.5.1.26","212.156.182.142","QUIC","73","Protected Payload (KP0), DCID=f2831234296691db"
"3498","89.640382","10.5.1.26","212.156.182.142","QUIC","73","Protected Payload (KP0), DCID=f2831234296691db"
"3499","89.646255","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3500","89.646255","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3501","89.646255","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3502","89.646255","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3503","89.646653","10.5.1.26","212.156.182.142","QUIC","73","Protected Payload (KP0), DCID=f2831234296691db"
"3504","89.646801","10.5.1.26","212.156.182.142","QUIC","73","Protected Payload (KP0), DCID=f2831234296691db"
"3505","89.659299","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3506","89.659299","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3507","89.659299","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3508","89.659299","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3509","89.659299","199.165.136.100","10.5.1.26","TCP","66","[TCP Dup ACK 3430#1] 443  >  49806 [ACK] Seq=2911 Ack=10582 Win=123 Len=0 SLE=10082 SRE=10582"
"3510","89.659299","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3511","89.659299","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3512","89.659299","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3513","89.659299","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3514","89.659622","10.5.1.26","212.156.182.142","QUIC","73","Protected Payload (KP0), DCID=f2831234296691db"
"3515","89.659762","10.5.1.26","212.156.182.142","QUIC","73","Protected Payload (KP0), DCID=f2831234296691db"
"3516","89.659821","10.5.1.26","212.156.182.142","QUIC","73","Protected Payload (KP0), DCID=f2831234296691db"
"3517","89.659859","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3518","89.668145","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3519","89.668145","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3520","89.668145","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3521","89.668145","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3522","89.668398","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3523","89.668496","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3524","89.682550","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3525","89.682550","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3526","89.682550","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3527","89.682550","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3528","89.682883","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3529","89.683014","10.5.1.26","212.156.182.142","QUIC","79","Protected Payload (KP0), DCID=f2831234296691db"
"3530","89.688196","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3531","89.688196","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3532","89.688196","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3533","89.688196","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3534","89.688526","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3535","89.688647","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3536","89.696708","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3537","89.696708","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3538","89.696708","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3539","89.696708","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3540","89.697025","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3541","89.697154","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3542","89.703272","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3543","89.703272","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3544","89.703272","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3545","89.703272","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3546","89.703567","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3547","89.703723","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3548","89.705424","172.217.22.234","10.5.1.26","TLSv1.2","121","Application Data"
"3549","89.705424","172.217.22.234","10.5.1.26","TLSv1.2","103","Application Data"
"3550","89.711071","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3551","89.711071","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3552","89.711071","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3553","89.711071","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3554","89.711438","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3555","89.711611","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3556","89.722154","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3557","89.722154","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3558","89.722461","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3559","89.751603","10.5.1.26","172.217.22.234","TCP","54","46126  >  443 [ACK] Seq=4639 Ack=2088 Win=250 Len=0"
"3560","89.753967","10.5.1.26","212.156.182.144","QUIC","1199","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3561","89.785614","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3562","89.785614","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3563","89.785614","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3564","89.785614","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3565","89.785912","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3566","89.786022","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3567","89.791613","172.217.22.234","10.5.1.26","TCP","103","[TCP Spurious Retransmission] 443  >  46126 [PSH, ACK] Seq=2039 Ack=4639 Win=618 Len=49"
"3568","89.791613","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3569","89.791613","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3570","89.791613","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3571","89.791613","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3572","89.791728","10.5.1.26","172.217.22.234","TCP","66","[TCP Dup ACK 3559#1] 46126  >  443 [ACK] Seq=4639 Ack=2088 Win=250 Len=0 SLE=2039 SRE=2088"
"3573","89.791984","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3574","89.792085","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3575","89.798462","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3576","89.798462","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3577","89.798462","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3578","89.798462","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3579","89.798667","10.5.1.26","212.156.182.142","QUIC","75","Protected Payload (KP0), DCID=f2831234296691db"
"3580","89.798752","10.5.1.26","212.156.182.142","QUIC","75","Protected Payload (KP0), DCID=f2831234296691db"
"3581","89.808913","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3582","89.808913","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3583","89.808913","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3584","89.808913","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3585","89.809241","10.5.1.26","212.156.182.142","QUIC","75","Protected Payload (KP0), DCID=f2831234296691db"
"3586","89.809372","10.5.1.26","212.156.182.142","QUIC","75","Protected Payload (KP0), DCID=f2831234296691db"
"3587","89.844755","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3588","89.844755","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3589","89.860133","10.5.1.26","212.156.182.142","QUIC","76","Protected Payload (KP0), DCID=f2831234296691db"
"3590","89.860503","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3591","89.865038","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3592","89.865038","192.178.24.78","10.5.1.26","UDP","580","443  >  56496 Len=538"
"3593","89.865234","10.5.1.26","192.178.24.78","UDP","76","56496  >  443 Len=34"
"3594","89.873448","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3595","89.873448","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3596","89.873569","10.5.1.26","212.156.182.142","QUIC","75","Protected Payload (KP0), DCID=f2831234296691db"
"3597","89.876665","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3598","89.881598","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3599","89.883884","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3600","89.883884","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3601","89.883884","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3602","89.883884","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3603","89.884155","10.5.1.26","212.156.182.142","QUIC","80","Protected Payload (KP0), DCID=f2831234296691db"
"3604","89.891571","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3605","89.891571","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3606","89.891571","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3607","89.891571","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3610","89.901195","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3611","89.901195","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3612","89.901195","212.156.182.142","10.5.1.26","QUIC","534","Protected Payload (KP0)"
"3613","89.901195","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3614","89.901501","10.5.1.26","212.156.182.142","QUIC","75","Protected Payload (KP0), DCID=f2831234296691db"
"3615","89.907666","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3616","89.907666","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3617","89.907666","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3618","89.907666","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3619","89.917252","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3620","89.917252","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3621","89.917252","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3622","89.917252","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3623","89.917962","10.5.1.26","212.156.182.142","QUIC","75","Protected Payload (KP0), DCID=f2831234296691db"
"3624","89.935380","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3625","89.935380","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3626","89.935686","10.5.1.26","212.156.182.142","QUIC","75","Protected Payload (KP0), DCID=f2831234296691db"
"3627","89.953897","10.5.1.26","212.156.182.142","QUIC","76","Protected Payload (KP0), DCID=f2831234296691db"
"3628","89.981138","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3629","89.981138","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3630","89.981138","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3631","89.981138","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3632","89.999540","10.5.1.26","212.156.182.142","QUIC","76","Protected Payload (KP0), DCID=f2831234296691db"
"3633","90.012485","10.5.3.249","255.255.255.255","MNDP","208","5678  >  5678 Len=166"
"3634","90.045762","10.5.1.26","192.178.24.78","UDP","72","56496  >  443 Len=30"
"3635","90.108771","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3636","90.108771","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3637","90.108771","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3638","90.108771","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3639","90.122247","10.5.1.26","212.156.182.142","QUIC","76","Protected Payload (KP0), DCID=f2831234296691db"
"3640","90.169500","10.5.1.26","212.156.182.144","QUIC","1199","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3641","90.232340","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3642","90.240905","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3643","90.240905","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3644","90.240905","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3645","90.240905","212.156.182.144","10.5.1.26","QUIC","167","Protected Payload (KP0)"
"3646","90.240905","212.156.182.144","10.5.1.26","QUIC","1288","Protected Payload (KP0)"
"3647","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3648","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3649","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3650","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3651","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3652","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3653","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3654","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3655","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3656","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3657","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3658","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3659","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3660","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3661","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3662","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3663","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3664","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3665","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3666","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3667","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3668","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3669","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3670","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3671","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3672","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3673","90.240905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3674","90.241877","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3675","90.241877","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3676","90.242160","10.5.1.26","212.156.182.144","QUIC","78","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3677","90.242360","10.5.1.26","212.156.182.144","QUIC","74","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3678","90.242479","10.5.1.26","212.156.182.144","QUIC","74","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3679","90.243141","10.5.1.26","212.156.182.142","QUIC","76","Protected Payload (KP0), DCID=f2831234296691db"
"3680","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3681","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3682","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3683","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3684","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3685","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3686","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3687","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3688","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3689","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3690","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3691","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3692","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3693","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3694","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3695","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3696","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3697","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3698","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3699","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3700","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3701","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3702","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3703","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3704","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3705","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3706","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3707","90.243994","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3708","90.243994","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3709","90.243994","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3710","90.243994","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3711","90.243994","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3712","90.245037","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3713","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3714","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3715","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3716","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3717","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3718","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3719","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3720","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3721","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3722","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3723","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3724","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3725","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3726","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3727","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3728","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3729","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3730","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3731","90.245223","10.5.1.26","212.156.182.144","QUIC","74","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3732","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3733","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3734","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3735","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3736","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3737","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3738","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3739","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3740","90.245051","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3741","90.245335","10.5.1.26","212.156.182.144","QUIC","74","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3742","90.245826","10.5.1.26","212.156.182.144","QUIC","74","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3743","90.245995","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3744","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3745","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3746","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3747","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3748","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3749","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3750","90.246113","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3751","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3752","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3753","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3754","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3755","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3756","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3757","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3758","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3759","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3760","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3761","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3762","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3763","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3764","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3765","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3766","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3767","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3768","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3769","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3770","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3771","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3772","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3773","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3774","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3775","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3776","90.246044","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3777","90.246883","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3778","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3779","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3780","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3781","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3782","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3783","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3784","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
